tag_short,date,split,total_daily_duration,visit_count,avg_visit_duration,max_absence_hours,is_sick,health_note,ae_score,ae_anomaly,if_score,if_anomaly
1105,2024-11-06,test,205.56599999999997,5,41.11319999999999,14.484261944444444,0,,0.07047302799690909,0,0.3858421030154012,0
1105,2024-11-07,test,476.096,10,47.6096,11.953197222222222,0,,0.12509675676353207,0,0.387969785121427,0
1106,2024-10-11,train,741.817,12,61.818083333333334,3.870536944444445,0,,0.25229208887299154,0,0.4581276563334233,0
1106,2024-10-12,train,848.9100000000001,19,44.67947368421053,7.067667777777777,0,,0.5076082653267766,0,0.4999170435014503,0
1106,2024-10-13,train,779.696,7,111.38514285714288,9.202434722222222,0,,0.19795458784225067,0,0.4116026448797299,0
1106,2024-10-14,train,322.701,6,53.7835,9.164619444444444,0,,0.1344168200923925,0,0.3850239048613939,0
1106,2024-10-16,train,117.393,6,19.5655,35.14095555555556,0,,1.1447959598829172,0,0.535168212971538,1
1106,2024-10-17,train,1116.402,13,85.87707692307693,9.906142777777776,0,,0.034042420187186104,0,0.48397571711460313,0
1106,2024-10-18,train,542.29,5,108.458,8.79036111111111,0,,0.17106880987102352,0,0.40168515862039966,0
1106,2024-10-19,train,692.857,2,346.4285,14.112158333333332,0,,5.685329306469272,1,0.6208794195943661,1
1106,2024-10-20,train,812.2339999999999,7,116.03342857142856,20.08145194444445,0,,0.3810233735726727,0,0.4506931358186785,0
1106,2024-10-21,train,1193.111,6,198.85183333333336,13.0383025,0,,1.6827957426011062,0,0.5306789320848007,1
1106,2024-10-22,train,1477.051,15,98.47006666666668,14.918246666666668,0,,0.09688450433901241,0,0.5797053407283014,1
1106,2024-10-23,train,496.116,4,124.029,8.005264444444444,0,,0.27828675717110607,0,0.4303067334933625,0
1106,2024-10-24,train,1314.151,11,119.46827272727272,14.626108888888888,0,,0.3475933203467425,0,0.5278673832576009,1
1106,2024-10-25,train,234.826,3,78.27533333333334,11.284811111111113,0,,0.07880098867150934,0,0.38838520010395416,0
1106,2024-10-26,train,493.611,3,164.537,11.33673222222222,0,,0.7076909859334483,0,0.46173042330824837,0
1106,2024-10-27,train,1181.705,17,69.5120588235294,11.669469166666667,0,,0.05322032454696694,0,0.5231666539842359,1
1106,2024-10-28,train,440.4450000000001,3,146.81500000000003,17.536507222222223,0,,0.6369413831218372,0,0.449074700779225,0
1106,2024-10-29,train,561.704,5,112.3408,12.909523611111112,0,,0.18532935985069304,0,0.3997530542450434,0
1106,2024-10-30,test,364.185,5,72.837,8.809839722222222,0,,0.09914692606126613,0,0.38944428092145555,0
1106,2024-10-31,test,360.205,5,72.041,13.919005555555556,0,,0.01433705956969366,0,0.37394423543989685,0
1106,2024-11-01,test,359.641,4,89.91025,10.86549861111111,0,,0.08627095085008432,0,0.37721048551716496,0
1106,2024-11-02,test,175.678,2,87.839,13.293086944444443,0,,0.12600020003680648,0,0.4156721918856948,0
1106,2024-11-03,test,256.834,3,85.61133333333333,13.376348611111112,0,,0.06250116093005652,0,0.3842128463445785,0
1106,2024-11-04,test,323.65,4,80.9125,12.719941388888888,0,,0.047215592088320955,0,0.38025556132805655,0
1106,2024-11-05,test,957.653,5,191.5306,12.923751388888888,0,,1.3919864135393687,0,0.4845434758043879,0
1106,2024-11-06,test,130.39499999999998,5,26.078999999999997,15.127282222222222,0,,0.1489874827087479,0,0.4106438787630697,0
1106,2024-11-07,test,360.365,7,51.480714285714285,10.140635277777776,0,,0.11249873946682806,0,0.3783599367222183,0
1110,2024-10-11,train,154.554,3,51.518,9.395663333333331,0,,0.19847028797802208,0,0.40495127302873873,0
1110,2024-10-12,train,45.351,1,45.351,19.054222222222226,0,,0.11910688162128528,0,0.4598109335588795,0
1110,2024-10-13,train,188.991,4,47.24775,17.581822222222222,0,,0.011151862125899078,0,0.3945538948869463,0
1110,2024-10-14,train,21.369999999999997,3,7.123333333333332,20.02513944444444,0,,0.2961733069318082,0,0.48451843626280133,0
1110,2024-10-16,train,51.867,1,51.867,47.710341388888885,0,,3.093007015645082,1,0.6008719792404145,1
1110,2024-10-17,train,87.858,3,29.286,20.848754444444445,0,,0.10877799401587772,0,0.4313269986994275,0
1110,2024-10-18,train,175.002,3,58.334,7.9119697222222225,0,,0.22401752144222412,0,0.4184416058324536,0
1110,2024-10-19,train,38.325,1,38.325,22.482727222222223,0,,0.18954093491258536,0,0.48810504316418485,0
1110,2024-10-20,train,27.995,2,13.9975,28.941424166666664,0,,0.6147292077700999,0,0.5233093195255715,1
1110,2024-10-21,train,100.0,3,33.333333333333336,15.2827875,0,,0.11189516538071347,0,0.40108519159538064,0
1110,2024-10-22,train,120.151,4,30.03775,16.45060861111111,0,,0.09164162302526416,0,0.4059716385408359,0
1110,2024-10-23,train,122.946,5,24.5892,11.032330555555555,0,,0.2831806636863623,0,0.41720691588745207,0
1110,2024-10-24,train,217.657,4,54.41425,19.743604444444443,0,,0.008828867627610277,0,0.39914263975808423,0
1110,2024-10-25,train,88.204,2,44.102,10.832474166666666,0,,0.2467662688799312,0,0.42269111235166434,0
1110,2024-10-26,train,98.542,2,49.271,15.620058888888888,0,,0.0888525808903387,0,0.41385561345629196,0
1110,2024-10-27,train,440.749,7,62.96414285714286,13.088653611111113,0,,0.01692238413595034,0,0.3681874458870484,0
1110,2024-10-28,train,140.945,2,70.4725,16.108393055555556,0,,0.07239935866878522,0,0.41334909410695964,0
1110,2024-10-29,train,177.488,5,35.4976,16.134241944444444,0,,0.07252085742674329,0,0.39045538630820426,0
1110,2024-10-30,test,135.05,3,45.01666666666667,15.089133888888888,0,,0.06318709718507849,0,0.39513445564539806,0
1110,2024-10-31,test,140.071,3,46.690333333333335,11.672521666666666,0,,0.14272610872583297,0,0.39859432861918404,0
1110,2024-11-01,test,164.829,4,41.20725,14.455325277777778,0,,0.06908964239867385,0,0.391155929724397,0
1110,2024-11-02,test,137.261,5,27.4522,18.11905388888889,0,,0.0987484144387168,0,0.41991751498197016,0
1110,2024-11-03,test,186.882,4,46.7205,7.458091388888889,0,,0.2642664484692502,0,0.4168928117151097,0
1110,2024-11-04,test,131.058,3,43.686,14.863560555555557,0,,0.07262026974497753,0,0.39351051922614405,0
1110,2024-11-05,test,16.565,3,5.521666666666667,15.069205555555556,0,,0.354296896140632,0,0.4782038018725925,0
1110,2024-11-06,test,82.836,4,20.709,16.21401277777778,0,,0.16474318474162947,0,0.41639396539358164,0
1110,2024-11-07,test,153.949,5,30.789800000000003,17.959864166666666,0,,0.07870752553366824,0,0.40401942066003055,0
1111,2024-10-11,train,400.909,10,40.0909,5.602736111111111,0,,0.37719933259834904,0,0.4278348781281033,0
1111,2024-10-12,train,590.902,11,53.71836363636364,11.861143055555557,0,,0.09129455589573189,0,0.39910534976520096,0
1111,2024-10-13,train,542.749,7,77.53557142857143,16.398857222222222,0,,0.015953758183778595,0,0.38012616751381556,0
1111,2024-10-14,train,1126.632,5,225.3264,14.309674444444443,0,,2.3246912026822817,1,0.5372475160862535,1
1111,2024-10-16,train,384.597,5,76.9194,37.008985,0,,1.2372704253373377,0,0.48821194811490143,0
1111,2024-10-17,train,760.5,7,108.64285714285714,15.3854425,0,,0.18579188350571266,0,0.4138101018632174,0
1111,2024-10-18,train,599.065,4,149.76625,9.196013333333331,0,,0.519865976733689,0,0.4368829414380905,0
1111,2024-10-19,train,111.335,4,27.83375,16.75675888888889,0,,0.10138368917543751,0,0.4118829143172558,0
1111,2024-10-20,train,931.793,8,116.474125,9.4049225,0,,0.2429367375256869,0,0.4365240868707682,0
1111,2024-10-21,train,676.656,10,67.6656,7.937161666666666,0,,0.09288914311048649,0,0.40410354484704536,0
1111,2024-10-22,train,740.448,10,74.0448,10.025291944444444,0,,0.033473619751275,0,0.3977595256875952,0
1111,2024-10-23,train,651.351,24,27.139625,10.486720833333331,0,,1.4815860371300664,0,0.5318102446726913,1
1111,2024-10-24,train,380.75,7,54.392857142857146,17.127569444444443,0,,0.017735439008296293,0,0.38172355651994,0
1111,2024-10-25,train,411.335,6,68.55583333333334,10.878062777777778,0,,0.044367201236829745,0,0.3731472377095832,0
1111,2024-10-26,train,286.64799999999997,5,57.32959999999999,9.846840555555554,0,,0.1110434557026316,0,0.37801973000925043,0
1111,2024-10-27,train,168.831,13,12.986999999999998,18.764963611111114,0,,0.7784444906797573,0,0.4830365883257851,0
1111,2024-10-28,train,230.047,4,57.51175,14.467235277777778,0,,0.020135169908154296,0,0.3755919311035365,0
1111,2024-10-29,train,376.784,4,94.196,8.924891944444445,0,,0.1269486243997158,0,0.39109449770729154,0
1111,2024-10-30,test,313.98800000000006,7,44.85542857142858,15.280993333333331,0,,0.059875827077408454,0,0.37714155006120764,0
1111,2024-10-31,test,325.019,8,40.627375,6.973285833333334,0,,0.3021968513097111,0,0.4114632622463843,0
1111,2024-11-01,test,226.149,6,37.6915,15.075786944444443,0,,0.09116839770961543,0,0.38918783971972154,0
1111,2024-11-02,test,121.058,2,60.529,22.542403055555553,0,,0.09786909207842018,0,0.44834662275961573,0
1111,2024-11-03,test,285.766,3,95.25533333333334,16.003358055555555,0,,0.1023242892440829,0,0.3924495379231885,0
1111,2024-11-04,test,317.531,5,63.5062,16.986735555555555,0,,0.002187168376029354,0,0.37711638477285164,0
1111,2024-11-05,test,357.069,4,89.26725,6.512558333333333,0,,0.178665517532285,0,0.41632271729806647,0
1111,2024-11-06,test,185.493,5,37.0986,15.885282222222225,0,,0.06803102762775338,0,0.39040960649224343,0
1111,2024-11-07,test,231.339,8,28.917375,8.770409166666667,0,,0.36491447247452163,0,0.4106150664341256,0
1112,2024-10-11,train,264.488,30,8.816266666666667,2.314846388888889,0,,3.863169023192262,1,0.6167255850348283,1
1112,2024-10-12,train,482.25,17,28.36764705882353,4.573368055555555,0,,0.9035116124687901,0,0.4776351058458643,0
1112,2024-10-13,train,1201.163,5,240.2326,14.824632222222222,0,,2.8110947838045712,1,0.5627810019821067,1
1112,2024-10-14,train,415.054,9,46.11711111111111,10.862875277777778,0,,0.14130357927546067,0,0.3844626156797198,0
1112,2024-10-16,train,520.956,8,65.1195,37.69355222222222,0,,1.3732180814244226,0,0.519505600284838,1
1112,2024-10-17,train,529.39,8,66.17375,12.42091,0,,0.01879303401735661,0,0.376672315072815,0
1112,2024-10-18,train,777.923,8,97.240375,12.554992222222223,0,,0.08207003320192335,0,0.4077989741230248,0
1112,2024-10-19,train,519.719,8,64.964875,13.232039444444444,0,,0.012569599555826502,0,0.37547671185696085,0
1112,2024-10-20,train,384.857,4,96.21425,7.852493055555555,0,,0.15322272689005662,0,0.40296042749059136,0
1112,2024-10-21,train,989.395,17,58.19970588235294,15.2116175,0,,0.15630532039094244,0,0.5075120691844512,1
1112,2024-10-22,train,658.6560000000001,11,59.877818181818185,13.493843333333334,0,,0.03859687659528348,0,0.4006238306828757,0
1112,2024-10-23,train,674.402,10,67.4402,11.170195555555557,0,,0.02848085165614901,0,0.39437398899116627,0
1112,2024-10-24,train,170.72000000000003,4,42.68000000000001,16.02853027777778,0,,0.03729209851079023,0,0.38792581489918565,0
1112,2024-10-25,train,483.134,5,96.6268,10.798900555555557,0,,0.09527181439096925,0,0.3824149489612988,0
1112,2024-10-26,train,368.464,10,36.8464,15.621730277777775,0,,0.1861081447281113,0,0.39778430792859826,0
1112,2024-10-27,train,818.722,18,45.48455555555555,10.826360833333332,0,,0.39253924611737123,0,0.48632314000042814,0
1112,2024-10-28,train,286.966,11,26.087818181818182,13.06581,0,,0.39399938033720283,0,0.40676069556172306,0
1112,2024-10-29,train,400.153,8,50.019125,15.650035555555554,0,,0.04501148891141813,0,0.3791978645127589,0
1112,2024-10-30,test,410.871,6,68.4785,8.955293611111111,0,,0.08682362559709439,0,0.38439303954282483,0
1112,2024-10-31,test,991.509,11,90.13718181818182,14.727038333333336,0,,0.04941132691703758,0,0.45744817437884694,0
1112,2024-11-01,test,287.125,5,57.425,13.45852722222222,0,,0.031869376269692266,0,0.3740193557015824,0
1112,2024-11-02,test,200.2,7,28.6,15.380974444444444,0,,0.17372708141379806,0,0.3970006596203586,0
1112,2024-11-03,test,348.846,8,43.60575,10.614834166666666,0,,0.15647154145844955,0,0.3774837374643932,0
1112,2024-11-04,test,641.72,6,106.95333333333332,15.61351722222222,0,,0.1717619363300233,0,0.4022240489474499,0
1112,2024-11-05,test,316.683,5,63.3366,12.46919972222222,0,,0.035435237800809066,0,0.37565766589468985,0
1112,2024-11-06,test,131.493,6,21.9155,12.056234444444446,0,,0.2842151866145721,0,0.41784159215472694,0
1112,2024-11-07,test,675.187,9,75.02077777777778,10.265215,0,,0.034234682195034775,0,0.38729563418473656,0
1113,2024-10-11,train,226.611,26,8.715807692307692,2.2870319444444447,0,,3.0289942880647995,1,0.5965161356088426,1
1113,2024-10-12,train,300.752,23,13.076173913043478,5.440458055555556,0,,2.1594618745414467,0,0.5536258601097885,1
1113,2024-10-13,train,303.277,12,25.273083333333332,10.11125388888889,0,,0.5173223650983374,0,0.42011520178567086,0
1113,2024-10-14,train,361.51,9,40.16777777777778,9.087794166666669,0,,0.240292785261939,0,0.39263747528139353,0
1113,2024-10-16,train,352.992,10,35.2992,38.7431275,0,,1.6557094494166,0,0.5371894292770897,1
1113,2024-10-17,train,749.345,16,46.8340625,10.756208333333332,0,,0.2928944207865896,0,0.4606757646414853,0
1113,2024-10-18,train,1349.607,7,192.801,10.580633055555555,0,,1.5776571842780478,0,0.5544186472403841,1
1113,2024-10-19,train,522.325,3,174.10833333333335,12.59076138888889,0,,0.8822158273758265,0,0.4619692573854121,0
1113,2024-10-20,train,1251.34,9,139.03777777777776,10.779572777777778,0,,0.5610057072766473,0,0.5093043845126115,1
1113,2024-10-21,train,665.068,16,41.56675,9.947625,0,,0.3992640519950735,0,0.45578213080527563,0
1113,2024-10-22,train,720.689,9,80.07655555555556,11.178873333333334,0,,0.023634220541478977,0,0.3967350443936773,0
1113,2024-10-23,train,817.296,16,51.081,6.649777222222222,0,,0.303910189258842,0,0.4768390608188704,0
1113,2024-10-24,train,317.694,11,28.88127272727273,15.758038888888889,0,,0.32548239492507663,0,0.40856358699410994,0
1113,2024-10-25,train,720.858,9,80.09533333333333,9.085466944444445,0,,0.055346425805071736,0,0.3954133159494033,0
1113,2024-10-26,train,213.368,5,42.6736,14.76571888888889,0,,0.05988131183691875,0,0.37993352663617,0
1113,2024-10-27,train,405.246,13,31.17276923076923,12.931419444444444,0,,0.4152003319276212,0,0.41730985579074814,0
1113,2024-10-28,train,275.387,7,39.341,9.932353888888889,0,,0.20490852579579025,0,0.38266982189237286,0
1113,2024-10-29,train,284.868,7,40.69542857142857,12.03045388888889,0,,0.13705900018943148,0,0.37757713741603055,0
1113,2024-10-30,test,332.804,7,47.54342857142857,12.46025777777778,0,,0.0833187188571824,0,0.3747015117487558,0
1113,2024-10-31,test,621.991,22,28.272318181818186,10.343902222222225,0,,1.2098963445748108,0,0.520775324242894,1
1113,2024-11-01,test,314.068,3,104.68933333333332,9.35475638888889,0,,0.16313773907272275,0,0.414445847257582,0
1113,2024-11-02,test,273.31399999999996,3,91.10466666666666,14.184754166666666,0,,0.07661217816687006,0,0.3842653051067709,0
1113,2024-11-03,test,190.883,4,47.72075,7.654138055555555,0,,0.248835142973592,0,0.41428269828030123,0
1113,2024-11-04,test,418.66100000000006,9,46.5178888888889,17.385064999999997,0,,0.07943486360622716,0,0.39821370443754495,0
1113,2024-11-05,test,519.909,9,57.76766666666666,11.566896111111111,0,,0.057780121696753874,0,0.3759518013475406,0
1113,2024-11-06,test,96.674,6,16.112333333333336,14.302174166666664,0,,0.2826506549529676,0,0.4296238621201461,0
1113,2024-11-07,test,874.577,16,54.6610625,4.959877777777778,0,,0.30234316731083344,0,0.49086063141060854,0
1117,2024-10-11,train,74.938,3,24.979333333333333,2.837373611111111,0,,0.815416307231115,0,0.48646647995411946,0
1117,2024-10-12,train,127.752,4,31.938,13.560077222222224,0,,0.144372543315761,0,0.40054223176344594,0
1117,2024-10-13,train,29.736,8,3.717,15.784298333333334,0,,0.5181113500170111,0,0.49374783583752646,0
1117,2024-10-14,train,34.966,3,11.655333333333331,15.072448611111112,0,,0.2854359646074291,0,0.4474825031226509,0
1117,2024-10-16,train,0.173,1,0.173,50.431327777777774,0,,3.9862765283957673,1,0.6713360342466855,1
1117,2024-10-17,train,98.391,4,24.59775,17.390552222222222,0,,0.11750142406447653,0,0.4176155447005337,0
1117,2024-10-18,train,50.178,3,16.726,13.967098333333333,0,,0.270805770957651,0,0.4255663322757046,0
1117,2024-10-19,train,127.444,1,127.444,22.521021944444445,0,,0.6847977439765218,0,0.5142174097175577,1
1117,2024-10-20,train,183.374,3,61.12466666666666,26.82808,0,,0.248539918125941,0,0.44621768329752604,0
1117,2024-10-21,train,56.401,6,9.400166666666664,12.080187222222222,0,,0.43971400456253384,0,0.45900421440482103,0
1117,2024-10-22,train,86.30199999999999,6,14.383666666666665,17.701386944444444,0,,0.24135196385765592,0,0.4395308737254302,0
1117,2024-10-23,train,113.42,4,28.355,13.969208055555557,0,,0.1589609198083131,0,0.4063072981684274,0
1117,2024-10-25,train,69.648,4,17.412,32.225501666666666,0,,0.8239125264177578,0,0.5198500420199988,1
1117,2024-10-26,train,65.756,3,21.918666666666667,17.432077222222222,0,,0.1500909088900671,0,0.4219025475234275,0
1117,2024-10-27,train,73.632,10,7.363200000000001,22.017577222222226,0,,0.63303597411802,0,0.5066930717728679,1
1117,2024-10-28,train,179.036,2,89.518,16.247726666666665,0,,0.1213214450953097,0,0.41132963233186287,0
1117,2024-10-29,train,24.717,1,24.717,14.294335277777778,0,,0.27925539358664053,0,0.487134944424412,0
1117,2024-10-30,test,116.683,2,58.3415,23.776412222222223,0,,0.13584100372091956,0,0.4519021244124437,0
1117,2024-10-31,test,27.823,1,27.823,10.947985833333334,0,,0.4104394126736117,0,0.48190602757059015,0
1117,2024-11-01,test,151.71800000000002,3,50.57266666666667,23.19347972222222,0,,0.08476613314553078,0,0.43589041308861654,0
1117,2024-11-02,test,77.957,2,38.9785,22.65297861111111,0,,0.13373364614993705,0,0.4549246116564778,0
1117,2024-11-03,test,65.18900000000001,1,65.18900000000001,18.717861111111112,0,,0.14005113510968772,0,0.45556816163813474,0
1117,2024-11-04,test,77.90599999999999,2,38.953,20.962888055555556,0,,0.09629853693880296,0,0.4405446546913284,0
1117,2024-11-05,test,109.058,2,54.529,17.97640638888889,0,,0.05320210881997988,0,0.4217113679122905,0
1117,2024-11-06,test,62.564,3,20.854666666666667,23.98681361111111,0,,0.253411559005935,0,0.46382163183690794,0
1117,2024-11-07,test,0.941,1,0.941,10.3427275,0,,0.6606397027814757,0,0.5641052336801197,1
1120,2024-10-11,train,129.066,7,18.438,4.022356666666667,0,,0.7227172274576723,0,0.46955027777245467,0
1120,2024-10-12,train,403.742,12,33.64516666666667,13.462110555555554,0,,0.3207078826694169,0,0.4065283272982911,0
1120,2024-10-13,train,409.395,11,37.217727272727274,14.0675925,0,,0.22709580395934556,0,0.3982380495503174,0
1120,2024-10-14,train,448.424,9,49.824888888888886,13.687218888888887,0,,0.07246434383978964,0,0.38270136762699586,0
1120,2024-10-16,train,135.786,2,67.893,37.602925,0,,1.3248027099997741,0,0.5193805231925576,1
1120,2024-10-17,train,556.669,7,79.52414285714285,14.897669444444444,0,,0.014447590881192289,0,0.38173445034907,0
1120,2024-10-18,train,754.192,8,94.274,16.171914166666667,0,,0.08603971898078344,0,0.4120652088964791,0
1120,2024-10-19,train,294.169,4,73.54225,13.98355027777778,0,,0.02635011076415448,0,0.378156586827057,0
1120,2024-10-20,train,483.1830000000001,5,96.63660000000002,8.842746111111111,0,,0.11983856908970157,0,0.3917163870057354,0
1120,2024-10-21,train,542.503,8,67.812875,7.762188055555556,0,,0.10075684433179524,0,0.39050027337449805,0
1120,2024-10-22,train,442.551,8,55.318875,7.131218611111111,0,,0.17594743664799897,0,0.398873005610804,0
1120,2024-10-23,train,237.581,3,79.19366666666667,8.913357222222222,0,,0.13298663190376792,0,0.4017434937759961,0
1120,2024-10-24,train,91.133,4,22.78325,14.676873055555555,0,,0.1834160484166751,0,0.4135054762691953,0
1120,2024-10-25,train,256.056,7,36.57942857142857,9.891238333333334,0,,0.23086206001670442,0,0.3853165141186578,0
1120,2024-10-26,train,208.577,8,26.072125,8.904367500000001,0,,0.3964677197393969,0,0.4120120103735758,0
1120,2024-10-27,train,529.732,10,52.9732,11.926380833333331,0,,0.08526058303978024,0,0.38743635929524256,0
1120,2024-10-28,train,373.337,11,33.939727272727275,11.775108333333334,0,,0.3001017448389111,0,0.39497078834616167,0
1120,2024-10-29,train,247.677,20,12.38385,7.188428611111111,0,,1.720240393396338,0,0.5166042020333353,1
1120,2024-10-30,test,186.084,4,46.521,7.043444166666667,0,,0.2847020962405903,0,0.4254319261177395,0
1120,2024-10-31,test,324.459,5,64.8918,12.065783611111112,0,,0.039699744993050304,0,0.3749990681447259,0
1120,2024-11-01,test,245.655,3,81.885,9.250788611111112,0,,0.1230593006010517,0,0.39744037005558275,0
1120,2024-11-02,test,86.18700000000001,2,43.093500000000006,15.168889166666666,0,,0.114845691448198,0,0.41084255542253234,0
1120,2024-11-03,test,122.874,4,30.7185,15.980097222222222,0,,0.09599367758299662,0,0.401054785368179,0
1120,2024-11-04,test,503.033,16,31.4395625,13.4327925,0,,0.584918228257463,0,0.4474201257809774,0
1120,2024-11-05,test,276.896,4,69.224,12.132283333333334,0,,0.04451446914547454,0,0.380267845652037,0
1120,2024-11-06,test,81.865,7,11.695,8.021294166666667,0,,0.6074799759031901,0,0.47316950536766145,0
